OrijinalIsim,DuzenlenmisFirmaAdi,VKN,Cari_Kod
SHIMADZU HANDELSGESMBH,SHİMADZU HANDELSGESMBH,,
MESLO,MESLO,,
MOBİMED MOBİLYA MEDİKAL İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,MOBİMED MOBİLYA MEDİKAL İNŞAAT SANAYİ TİCARET LİMİTED ŞTİ.,6222349918,120.01-002806
LOKMERA LTD.,LOKMERA LTD. .,0206694,120.02-000062
ANKARA ÜNİVERSİTESİ DÖNER SERMAYE İŞLETMESİ TIP FAKÜLTESİ BİRİMİ,ANKARA ÜNİVERSİTESİ DÖNER SERMAYE İŞLETMESİ TIP FAKÜLTESİ BİRİMİ,0700592114,120.01-002375
QUANTUM BEAUTY KOZMETİK A.Ş.,QUANTUM BEAUTY KOZMETİK A.Ş.,6321288895,120.01-002376
"BURBOYA, BURSA KİMYA SAN.VE TİC.A.Ş.,""BURBOYA, BURSA KİMYA SAN.VE TİC.A.Ş."",1900059958,120.01-002377"
MAY GLOBAL MEDİKAL TİC.A.Ş.,MAY GLOBAL MEDİKAL TİC.A.Ş.,6131221939,120.01-002378
LUBPART SOLUTIONS MADENİ YAĞ SANAYİ VE TİCARET A.Ş.,LUBPART SOLUTIONS MADENİ YAĞ SANAYİ VE TİCARET A.Ş.,6091054391,120.01-002402
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRE BAŞKANLIĞI,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ STRATEJİ GELİŞTİRME DAİRE BAŞKANLİĞİ,3090049157,120.01-002398
BOSS INDUSTRIAL KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BOSS İNDUSTRİAL KİMYA SANAYİ VE TİCARET LİMİTED ŞTİ.,1800711589,120.01-002461
GÜRSU BELEDİYE BAŞKANLIĞI,GÜRSU BELEDİYE BAŞKANLİĞİ,4490003721,
KAYLAB DİAGNOSTİK MEDİKAL ÜRÜNLER SANAYİ VE TİCARET LİMİTED SİRKETİ,KAYLAB DİAGNOSTİK MEDİKAL ÜRÜNLER SANAYİ VE TİCARET LİMİTED ŞTİ.,5380997978,
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ REKTÖRLÜĞÜ STRATEJİ GELİŞTİRME DAİRESİ BAŞKANLIĞI,ANKARA YİLDİRİM BEYAZİT ÜNİVERSİTESİ REKTÖRLÜĞÜ STRATEJİ GELİŞTİRME DAİRESİ BAŞKANLİĞİ,9600526721,120.01-002353
BAĞCILAR BELEDİYE BAŞKANLIĞI,BAĞCİLAR BELEDİYE BAŞKANLİĞİ,1620052160,120.01-002364
İSİDA KOZMETİK SANAYİ TİCARET ANONİM ŞİRKETİ İSTANBUL ENDÜSTRİ VE TİCARET SERBEST BÖLGE ŞUBESİ,İSİDA KOZMETİK SANAYİ TİCARET ANONİM ŞTİ. İSTANBUL ENDÜSTRİ VE TİCARET SERBEST BÖLGE ŞUBESİ,4801178467,120.01-002387
NETSON İLAÇ SANAYİ VE TİCARET A.Ş. TUZLA ORGANİZE SANAYİ ŞUBESİ,NETSON İLAÇ SANAYİ VE TİCARET A.Ş. TUZLA ORGANİZE SANAYİ ŞUBESİ,6310772626,
PLANO İÇ VE DIŞ TİCARET LTD.ŞTİ.,PLANO İÇ VE DIŞ TİCARET LTD. ŞTİ..,7300810381,120.01-002305
ANTGIDA GIDA TARIM TURIZM ENERJI VE DEMIR ÇELIK SANAYI TICARET ANONIM SIRKETI,ANTGİDA GIDA TARIM TURİZM ENERJİ VE DEMIR ÇELIK SANAYİ TİCARET ANONİM ŞTİ.,0700044618,
SGA SAĞLIK HİZMETLERİ DANIŞMALIK SANAYİ VE TİCARET LTD.ŞTİ.,SGA SAĞLIK HİZMETLERİ DANİŞMALİK SANAYİ VE TİCARET LTD. ŞTİ..,7691532989,120.01-002333
BEMAK OTOMASYON TİC. LTD.,BEMAK OTOMASYON TİC. LTD. .,,
PALMİRA AGRO GÜBRE SAN.VE TİC.A.Ş.,PALMİRA AGRO GÜBRE SAN.VE TİC.A.Ş.,7201178007,120.01-002423
ALARKO TARIM SANAYİ VE TİCARET A.Ş.,ALARKO TARIM SANAYİ VE TİCARET A.Ş.,7450038857,120.01-002424
MEDASRİN MEDİKAL & LABORATUVAR MALZEMELERİ,MEDASRİN MEDİKAL & LABORATUVAR MALZEMELERİ,,
ARAS GÜBRE VE KİMYA ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,ARAS GÜBRE VE KİMYA ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞTİ.,0721141149,120.01-003075
BIOMOLTHERA İLAÇ KİMYA ANONİM ŞİRKETİ,BİOMOLTHERA İLAÇ KİMYA ANONİM ŞTİ.,1681413940,
ALTIUM INTERNATIONAL D.O.O.,ALTİUM İNTERNATİONAL D.O.O.,,120.04-000005
DEMO PLASTİK ÜRÜNLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,DEMO PLASTİK ÜRÜNLERİ SANAYİ TİCARET ANONİM ŞTİ.,2910279127,120.01-002655
UNIVERSITATEA DE MEDICINA SI FARMACIE “CAROL DAVILA”,UNİVERSİTATEA DE MEDİCİNA SI FARMACİE “CAROL DAVİLA”,,120.02-000093
AIC KİMYA,AIC KİMYA,,
POLKİMSAN POLİSAJ VE KIMYA,POLKİMSAN POLİSAJ VE KİMYA,,
ALCON LABORATUVARLARI TİCARET ANONİM ŞİRKETİ,ALCON LABORATUVARLARİ TİCARET ANONİM ŞTİ.,0500063763,
T.C. TARIM ORMAN BAKANLIĞI ULUSAL GIDA REFERANS LABORATUVAR MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,T.C. TARIM ORMAN BAKANLİĞİ ULUSAL GIDA REFERANS LABORATUVAR MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,8240301816,120.01-000318
HGG İNŞAAT A.Ş.,HGG İNŞAAT A.Ş.,4620412437,120.01-002712
OPTİMUM GIDA SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,OPTİMUM GIDA SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞTİ.,6440363972,120.01-002714
MÜHENDİSLER ELEKTRİK SANAYİİ VE TİCARET LİMİTED ŞİRKETİ,MÜHENDİSLER ELEKTRİK SANAYİİ VE TİCARET LİMİTED ŞTİ.,6260041717,120.01-002727
SAME DEUTZ FAHR TRAKTÖR SAN. TİC.A.Ş,SAME DEUTZ FAHR TRAKTÖR SAN. TİC.A.Ş,7420428323,120.01-002731
SESİL İLAÇ SANAYİ ANONİM ŞİRKETİ,SESİL İLAÇ SANAYİ ANONİM ŞTİ.,7640779942,120.01-002597
ÖZBAĞ RAFİNERİ VE KIYMETLİ MADENLER ANONİM ŞİRKETİ,ÖZBAĞ RAFİNERİ VE KİYMETLİ MADENLER ANONİM ŞTİ.,6650388260,
VEREGO BİLİŞİM İLETİŞİM VE TELEKOMİNİKASYON DIŞ TİCARET LİMİTED ŞİRKETİ,VEREGO BİLİŞİM İLETİŞİM VE TELEKOMİNİKASYON DIŞ TİCARET LİMİTED ŞTİ.,9240766997,
MVZ LABOR DR. QUADE & KOLLEGEN GMBH,MVZ LABOR DR. QUADE & KOLLEGEN GMBH,,
"RAJENDRA INSTITUTE OF MEDICAL SCIENCES, RANCHİ,""RAJENDRA İNSTİTUTE OF MEDİCAL SCİENCES, RANCHİ"",,"
GULF BIO ANALYTICAL GROUP,GULF BIO ANALYTİCAL GROUP,,
AZERİ MI DRILLING FLUIDS COMPANY,AZERİ MI DRİLLİNG FLUİDS COMPANY,,
NECMETTİN ERBAKAN ÜNİVERSİTESİ BİLİMSEL ARAŞTIRMA PROJELERİ KOORDİNATÖRLÜĞÜ,NECMETTİN ERBAKAN ÜNİVERSİTESİ BİLİMSEL ARAŞTIRMA PROJELERİ KOORDİNATÖRLÜĞÜ,,
TİSAŞ TRABZON SİLAH SANAYİ ANONİM ŞİRKETİ,TİSAŞ TRABZON SİLAH SANAYİ ANONİM ŞTİ.,8450028138,
KRİYOSAN KRİYOJENİK SIVI SİSTEMLERİ VE MÜHENDİSLİK LİMİTED ŞİRKETİ,KRİYOSAN KRİYOJENİK SIVI SİSTEMLERİ VE MÜHENDİSLİK LİMİTED ŞTİ.,2731467096,
B.R. LEVENT PLASTİK OTO YAN SANAYİ VE TİCARET LİMİTED ŞİRKETİ,B.R. LEVENT PLASTİK OTO YAN SANAYİ VE TİCARET LİMİTED ŞTİ.,1270056565,
MİLLİ SAVUNMA ÜNİVERSİTESİ,MİLLİ SAVUNMA ÜNİVERSİTESİ,,
NEVA GLOBAL GRUP SANAYİ İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA GLOBAL GRUP SANAYİ İÇ VE DIŞ TİCARET ANONİM ŞTİ.,3020541926,
ONX KUYUMCULUK,ONX KUYUMCULUK,,
NAXÇIVAN MR SƏHİYYƏ NAZİRLİYİ (MİNİSTRY OF HEALTH OF THE NAKHCHİVAN AUTONOMOUS REPUBLİC),NAXÇİVAN MR SƏHİYYƏ NAZİRLİYİ (MİNİSTRY OF HEALTH OF THE NAKHCHİVAN AUTONOMOUS REPUBLİC),,
PROF. DR. FAHRETTİN KERİM GÖKAY VAKFI,PROF. DR. FAHRETTİN KERİM GÖKAY VAKFI,7330033060,
TÜRK KIZILAY GENEL MÜDÜRLÜĞÜ,TÜRK KİZİLAY GENEL MÜDÜRLÜĞÜ,5600032875,
DESALAB LABORATUVAR ÜRÜNLERİ EĞİTİM DANIŞMANLIK SANAYİ TİCARET LİMİTED ŞİRKETİ,DESALAB LABORATUVAR ÜRÜNLERİ EĞİTİM DANIŞMANLIK SANAYİ TİCARET LİMİTED ŞTİ.,2931159991,
HOSPİTAL UNIVERSITARIO SON ESPASES,HOSPİTAL UNİVERSİTARİO SON ESPASES,,
TUNAY GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,TUNAY GIDA SANAYİ VE TİCARET ANONİM ŞTİ.,8620217268,
ULUSOY UN SANAYİ VE TİCARET ANONİM ŞİRKETİ,ULUSOY UN SANAYİ VE TİCARET ANONİM ŞTİ.,8900029788,
FLK MADEN PROSES SANAYİ VE TİCARET ANONİM ŞİRKETİ,FLK MADEN PROSES SANAYİ VE TİCARET ANONİM ŞTİ.,3881893458,120.01-003264
KARADENİZ TEKNİK ÜNİVERSİTESİ STRATEJİ DAİRE BAŞKANLIĞI,KARADENİZ TEKNİK ÜNİVERSİTESİ STRATEJİ DAİRE BAŞKANLİĞİ,7810388035,120.01-003028
LEVARE VSD POMPA SİSTEMLERİ ANONİM ŞİRKETİ,LEVARE VSD POMPA SİSTEMLERİ ANONİM ŞTİ.,6081724158,
"ÇANAKKALE ONSEKİZ MART ÜNIVERSITESİ TIP FAKÜLTESİ İMMÜNOLOJI ANABILIM DALI, TEMEL TIP BILIMLERI,,""ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ TIP FAKÜLTESİ İMMÜNOLOJİ ANABİLİM DALI, TEMEL TIP BİLİMLERİ,"",,"
ARTA TEKSTİL,ARTA TEKSTİL,,
ARTEK MÜHENDİSLİK ÇEVRE ÖLÇÜM VE DAN.HİZM.TİC. A.Ş.,ARTEK MÜHENDİSLİK ÇEVRE ÖLÇÜM VE DAN.HİZM.TİC. A.Ş.,0850393448,
ARTEK TEKNİK HIRDAVAT İTH.SAN.TİC.,ARTEK TEKNİK HİRDAVAT İTH.SAN.TİC.,,
ARTEKS DAR TEKSTİL SAN. VE TİC.LTD.ŞTİ.,ARTEKS DAR TEKSTİL SAN. VE TİC. LTD. ŞTİ..,0850023450,
ARTEMİS ARITIM ÇEVRE TEKNOLOJİLERİ VE AR-GE MERKEZİ,ARTEMİS ARİTİM ÇEVRE TEKNOLOJİLERİ VE AR-GE MERKEZİ,,
ARTEMİS DOĞAL ÜRÜNLER SAN. TİC. LTD ŞTİ.,ARTEMİS DOĞAL ÜRÜNLER SAN. TİC. LTD. ŞTİ..,,
ARTER TEKNİK CİHAZLAR SAN.TİC.LTD.ŞTİ.,ARTER TEKNİK CİHAZLAR SAN.TİC. LTD. ŞTİ..,7810421291,120-06-01071
AR-TES LTD.ŞTİ YÜZEY YENİLEME SİS.,AR-TES LTD. ŞTİ. YÜZEY YENİLEME SİS.,,
ARTHFAEL BİYOTEKNOLOJİ KİMYA İLAÇ SANAYİ TİCARET LİMİTED ŞİRKETİ,ARTHFAEL BİYOTEKNOLOJİ KİMYA İLAÇ SANAYİ TİCARET LİMİTED ŞTİ.,0851159585,120.01-000809
ARTI 90 DEMİR KURUMSAL HİZM. KOZM. TEKS. PAZAR. İTH. İHR. İML. SAN. VE TİC. LTD. ŞTİ.,ARTI 90 DEMİR KURUMSAL HİZM. KOZM. TEKS. PAZAR. İTH. İHR. İML. SAN. VE TİC. LTD. . ŞTİ..,,
ARTI ARITMA,ARTI ARİTMA,,
ARTI BİYOTEKNOLOJI,ARTI BİYOTEKNOLOJİ,,
ARTI ÇEVRE ÖLÇÜM VE ANALİZ LABORATUVARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ARTI ÇEVRE ÖLÇÜM VE ANALİZ LABORATUVARİ SANAYİ VE TİCARET LİMİTED ŞTİ.,0850375923,120.01-003123
ARTIMED TIBBI VE ENDÜSTRİYEL ÜRÜN.SAN.TİC.LTD.ŞTİ.,ARTİMED TIBBI VE ENDÜSTRİYEL ÜRÜN.SAN.TİC. LTD. ŞTİ..,0850194224,
ARTOKSİ MÜHENDİSLİK SANATLARI MRKZ. HAKAN ARTOKSİ,ARTOKSİ MÜHENDİSLİK SANATLARİ MRKZ. HAKAN ARTOKSİ,,
ARTRON TASARIM ÜRETİM ELEKTRONIK TIC. A.Ş.,ARTRON TASARİM ÜRETİM ELEKTRONİK TIC. A.Ş.,,
ARTSYS AKILLI SİSTEMLER ELEKTRONİK BİLİŞİM SAN. TİC. A.Ş.,ARTSYS AKİLLİ SİSTEMLER ELEKTRONİK BİLİŞİM SAN. TİC. A.Ş.,,
ARTTEK SİSTEM ENTEGRASYON VE DANIŞMANLIK HİZ. A.Ş.,ARTTEK SİSTEM ENTEGRASYON VE DANIŞMANLIK HİZ. A.Ş.,,
ARTVİN ÇORUH ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRE BAŞKANLIĞI,ARTVİN ÇORUH ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRE BAŞKANLİĞİ,2610385036,120.01-000398
ARTVİN ÇORUH ÜNİVERSİTESİ BİLİM-TEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ MÜDÜRLÜĞÜ,ARTVİN ÇORUH ÜNİVERSİTESİ BİLİM-TEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ MÜDÜRLÜĞÜ,0850401227,
ARTVİN ÇORUH ÜNİVERSİTESİ FEN EDEBİYAT FAKÜLTESİ KİMYA BÖLÜMÜ,ARTVİN ÇORUH ÜNİVERSİTESİ FEN EDEBİYAT FAKÜLTESİ KİMYA BÖLÜMÜ,,
ARTVİN ÇORUH ÜNİVERSİTESİ REKTÖRLÜĞÜ,ARTVİN ÇORUH ÜNİVERSİTESİ REKTÖRLÜĞÜ,,
ARTVIN ÇORUH ÜNIVERSITESI REKTÖRLÜGÜ TIBBI AROMATIK BITKILER UYGULAMA VE ARASTIRMA MERKEZI,ARTVİN ÇORUH ÜNİVERSİTESİ REKTÖRLÜGÜ TIBBI AROMATİK BİTKİLER UYGULAMA VE ARAŞTIRMA MERKEZİ,8430660850,
ARTVİN DEVLET HASTANESİ,ARTVİN DEVLET HASTANESİ,,
ARUKLAR TEKSTİL,ARUKLAR TEKSTİL,,
ARVEN TELEKOMÜNİKASYON İÇ VE DIŞ TIC.LTD.ŞTI.,ARVEN TELEKOMÜNİKASYON İÇ VE DIŞ TIC. LTD. ŞTİ..,,
ARYA OTOMASYON - PEYMAN AZİZZADEH,ARYA OTOMASYON - PEYMAN AZİZZADEH,,
ARYA PORSELEN SERAMİK ZÜCCACİYE İNŞAAT MAKİNA İTHALAT İHRACAT SAN. VE TİC.LTD.ŞTİ.,ARYA PORSELEN SERAMİK ZÜCCACİYE İNŞAAT MAKİNA İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ..,,
ARYOM İLERİ TEKNOLOJİK ÜRÜNLER A.Ş.,ARYOM İLERİ TEKNOLOJİK ÜRÜNLER A.Ş.,,
ARYON İLAÇ,ARYON İLAÇ,,
AS MÜHENDİSLİK MEDİKAL ÖZEL SAĞLIK VE ERİŞİM HİZ.İNŞ.SAN. VE TİC. LTD. ŞTİ.,A.Ş. MÜHENDİSLİK MEDİKAL ÖZEL SAĞLIK VE ERİŞİM HİZ.İNŞ.SAN. VE TİC. LTD. . ŞTİ..,0860327325,
AS COTON AMBALAJ,A.Ş. COTON AMBALAJ,,
AS COTON AMBALAJ GAZİANTEP,A.Ş. COTON AMBALAJ GAZİANTEP,,
AS ÇİMENTO BETON SAN. VE TİC.A.Ş.,A.Ş. ÇİMENTO BETON SAN. VE TİC.A.Ş.,0860442032,
AS KALİBRASYON İÇ VE DIŞ TİC.SAN.PAZ.LTD.ŞTİ.,A.Ş. KALİBRASYON İÇ VE DIŞ TİC.SAN.PAZ. LTD. ŞTİ..,,
AS KAPAK KALIP AMBALAJ MAKİNA SAN. VE TİC. LTD. ŞTİ.,A.Ş. KAPAK KALIP AMBALAJ MAKİNA SAN. VE TİC. LTD. . ŞTİ..,,
AS PLASTİK VE AMBALAJ SAN. LTD. ŞTİ.,A.Ş. PLASTİK VE AMBALAJ SAN. LTD. . ŞTİ..,,
AS SİLVERCUP PLASTİK SAN. VE TİC. A.Ş.,A.Ş. SİLVERCUP PLASTİK SAN. VE TİC. A.Ş.,,
AS TAVUKÇULUK,A.Ş. TAVUKÇULUK,,
ASA İLAÇ DANIŞMANLIK HİZMETLERİ VE TİC. LTD. ŞTİ.,ASA İLAÇ DANIŞMANLIK HİZMETLERİ VE TİC. LTD. . ŞTİ..,0860567835,
ASA KİMYASAL ÜRÜN VE MAKINE PAZARLAMA LİMİTED ŞİRKETİ,ASA KİMYASAL ÜRÜN VE MAKİNE PAZARLAMA LİMİTED ŞTİ.,0861262920,120.01-002372
ASAKUA SU ÜRÜNLERİ LTD. ŞTİ.,ASAKUA SU ÜRÜNLERİ LTD. . ŞTİ..,,
ASAŞ ALÜMİNYUM SANAYİ VE TİCARET A.Ş.,ASAŞ ALÜMİNYUM SANAYİ VE TİCARET A.Ş.,0860038375,120.01-000808
ASAŞ AMB.BASKI SANAYİ VE TİC.A.Ş.,ASAŞ AMB.BASKİ SANAYİ VE TİC.A.Ş.,0860038406,
ASAŞ FİLTRASYON TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş,ASAŞ FİLTRASYON TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş,0860497356,
ASAŞ KAYNAK SULARI SAN. VE TİC.A.Ş.,ASAŞ KAYNAK SULARİ SAN. VE TİC.A.Ş.,,
ASBESAN ASBEST ANALİZ VE LABORATUVAR HIZMETLERI,ASBESAN ASBEST ANALİZ VE LABORATUVAR HİZMETLERİ,,
ASBOYA KIMYA SANAYİ VE TİC.A.Ş.,ASBOYA KİMYA SANAYİ VE TİC.A.Ş.,0860012699,
ASCOMET MEDİKAL-ELEKTRONİK TELEKOMİNİKASYON,ASCOMET MEDİKAL-ELEKTRONİK TELEKOMİNİKASYON,7970134413,
ASD LAMİNAT ANONİM ŞİRKETİ,ASD LAMİNAT ANONİM ŞTİ.,0860124727,120.01-002602
ASDFAS,ASDFAS,,
ASDİN TEKSTİL GIDA VE TEKEL ÜRÜNLERİ EMLAK TİC. VE SAN. LTD. ŞTİ.,ASDİN TEKSTİL GIDA VE TEKEL ÜRÜNLERİ EMLAK TİC. VE SAN. LTD. . ŞTİ..,,
ASE PLASTİK SAN. VE TİC. A.Ş.,ASE PLASTİK SAN. VE TİC. A.Ş.,,
ASEL ENGİNEER LTD. ŞTİ,ASEL ENGİNEER LTD. . ŞTİ.,,
ASEL SAĞLIK MUŞ,ASEL SAĞLIK MUŞ,,
ASELSAN BİLKENT MİKRO NANO TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ASELSAN BİLKENT MİKRO NANO TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞTİ.,0860520277,120.01-000082
ASELSAN ELEKTRONİK SANAYİ VE TİC.A.Ş.,ASELSAN ELEKTRONİK SANAYİ VE TİC.A.Ş.,0860042250,120.01-000076
ASELSAN SİVAS HASSAS OPTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,ASELSAN SİVAS HASSAS OPTİK SANAYİ VE TİCARET ANONİM ŞTİ.,0860506923,
ASENSİS NANOTEKNOLOJİ MÜH.DAN.ARGE BİLİMSEL CİH.İML.SAN.TİC.LTD.ŞTİ.,ASENSİS NANOTEKNOLOJİ MÜH.DAN.ARGE BİLİMSEL CİH.İML.SAN.TİC. LTD. ŞTİ..,0860472827,
ASES HAVACILIK SERVİS VE DESTEK HIZM. A.Ş.,ASES HAVACILIK SERVİS VE DESTEK HIZM. A.Ş.,,
ASFAMAK,ASFAMAK,,
ASGE METAL İÇ VE DIŞ TİCARET LTD.ŞTİ.,ASGE METAL İÇ VE DIŞ TİCARET LTD. ŞTİ..,0860299982,
ASH GRUP ELEK.MAK.ELEKTR.TAAH.MÜH.SAN.TİC.LTD.ŞTİ.,ASH GRUP ELEK.MAK.ELEKTR.TAAH.MÜH.SAN.TİC. LTD. ŞTİ..,,
ASHLAND,ASHLAND,,
ASIA ELEKTRONİK,ASIA ELEKTRONİK,,
AZERBAYCAN RESPUBLİKASI ZİRAAT NAZIRLIĞI VETERİNER SERVİSİ,AZERBAYCAN RESPUBLİKASİ ZİRAAT NAZİRLİĞİ VETERİNER SERVİSİ,,
AZERBAYCAN SEHIYYE NAZIRLIYI ANALITIK EKSPERTIZA MERKEZI,AZERBAYCAN SEHİYYE NAZİRLİYİ ANALİTİK EKSPERTİZA MERKEZİ,,
ASİL ÇELİK SAN. VE TİC. A.Ş.,ASİL ÇELİK SAN. VE TİC. A.Ş.,0860052518,
ASİL GIDA VE KİMYA SAN. A.Ş.,ASİL GIDA VE KİMYA SAN. A.Ş.,0860052728,
ASİL KATAFOREZ METAL SAN.TIC.A.Ş.,ASİL KATAFOREZ METAL SAN.TİC.A.Ş.,,
ASİL KIMYA A.Ş,ASİL KİMYA A.Ş,,
ASİL UN GIDA SAN.VE TİC.A.Ş.,ASİL UN GIDA SAN.VE TİC.A.Ş.,4720395514,
ASKERİ FABRİKA VE TERSANE İŞLETME ANONİM ŞİRKETİ,ASKERİ FABRİKA VE TERSANE İŞLETME ANONİM ŞTİ.,0860835453,
ASKERİ VETERİNER OKULU VE EĞİTİM MERKEZ KOMUTANLIĞI,ASKERİ VETERİNER OKULU VE EĞİTİM MERKEZ KOMUTANLİĞİ,0860410637,
ASKERİ VETERİNER OKULU VE EĞİTİM MERKEZ KOMUTANLIĞI DÖNER SERMAYE İŞLETMESİ,ASKERİ VETERİNER OKULU VE EĞİTİM MERKEZ KOMUTANLİĞİ DÖNER SERMAYE İŞLETMESİ,0860075008,120-16-01015
ASKİ GENEL MÜDÜRLÜĞÜ ÇEVRE KORUMA VE KONTROL DAİRESİ BAŞKANLIĞI,ASKİ GENEL MÜDÜRLÜĞÜ ÇEVRE KORUMA VE KONTROL DAİRESİ BAŞKANLİĞİ,0690046194,120.01-000087
ASKİ SU ARITMA TESİSLERİ,ASKİ SU ARİTMA TESİSLERİ,,
ASLAN ÇİMENTO A.Ş.,ASLAN ÇİMENTO A.Ş.,0890034317,
ASLAN GLOBAL MAKİNA PAZARLAMA TIC. LTD. ŞTI.,ASLAN GLOBAL MAKİNA PAZARLAMA TIC. LTD. . ŞTİ..,,
ASLAN İNŞAAT,ASLAN İNŞAAT,,
ASLANLI A.Ş,ASLANLİ A.Ş,,
ASLANOBA GIDA VE SAN.TİC.A.Ş.,ASLANOBA GIDA VE SAN.TİC.A.Ş.,0900248019,
ASMA FINDIK FABRİKASI,ASMA FİNDİK FABRİKASİ,,
ASMAŞ AĞIR SANAYİ MALZ.İMALAT VE TİC.A.Ş.,ASMAŞ AĞIR SANAYİ MALZ.İMALAT VE TİC.A.Ş.,0900034658,
ASO – KOSGEB ÇEVRE LABORATUVARI,ASO – KOSGEB ÇEVRE LABORATUVARİ,,
ANKARA SANAYİ ODASI 2. VE 3. OSB ÇEVRE ANALİZ LABORATUVARI DANIŞMANLIK EĞİTİM MÜHENDİSLİK HİZMETLERİ İKTİSADİ İŞLETMESİ,ANKARA SANAYİ ODASI 2. VE 3. OSB ÇEVRE ANALİZ LABORATUVARİ DANIŞMANLIK EĞİTİM MÜHENDİSLİK HİZMETLERİ İKTİSADİ İŞLETMESİ,0700764159,120.01-002845
ASOS MEKATRONİK OTOMASYON,ASOS MEKATRONİK OTOMASYON,,
ASOS PROSES MAKİNA SAN. VE TİC. A.Ş.,ASOS PROSES MAKİNA SAN. VE TİC. A.Ş.,,
ASOTECH TEMİZ ODA SİSTEMLERİ,ASOTECH TEMİZ ODA SİSTEMLERİ,,
ASP,ASP,,
ASPAR ENERJİ VE İŞ GÜVENLIĞI LTD ŞTI,ASPAR ENERJİ VE İŞ GÜVENLİĞİ LTD. ŞTİ.,,
ASPİLSAN ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ASPİLSAN ENERJİ SANAYİ VE TİCARET ANONİM ŞTİ.,0860061106,120.01-003129
ASRIN BOYA VE İNŞ.SAN.VE TİC.LTD.ŞTİ.,ASRIN BOYA VE İNŞ.SAN.VE TİC. LTD. ŞTİ..,0910093916,
ASRIN LABARATUAR CİHAZLARI DIŞ TİC.LTD.ŞTİ.,ASRIN LABARATUAR CİHAZLARİ DIŞ TİC. LTD. ŞTİ..,0910317958,
ASSA BİYOTEKNOLOJI LTD. ŞTI.,ASSA BİYOTEKNOLOJİ LTD. . ŞTİ..,,
ASSAN ALÜMİNYUM SANAYİ VE TİCARET A.Ş.,ASSAN ALÜMİNYUM SANAYİ VE TİCARET A.Ş.,0860018306,120.01-000759
ASSAN DEMİR VE SAC SANAYİ A.Ş,ASSAN DEMİR VE SAC SANAYİ A.Ş,6850388173,
ASSAN ELEKTRONİK,ASSAN ELEKTRONİK,,
KHC TURKEY GIDA SANAYİ ANONİM ŞİRKETİ,KHC TURKEY GIDA SANAYİ ANONİM ŞTİ.,7300051817,
ASSAN GROUP MAKİNE SAVUNMA SANAYİ ANONİM ŞİRKETİ,ASSAN GROUP MAKİNE SAVUNMA SANAYİ ANONİM ŞTİ.,0911149262,120.01-002831
ASSAN HANİL OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ,ASSAN HANİL OTOMOTİV SANAYİ VE TİCARET ANONİM ŞTİ.,0910070821,120.01-003428
ASSAN PANEL SANAYİ VE TİCARET A.Ş.,ASSAN PANEL SANAYİ VE TİCARET A.Ş.,0910006428,120.01-002539
ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC.A.Ş.,ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC.A.Ş.,0910503500,120-34-01096
ASSU,ASSU,,
AS-SU SU TEKNOLOJİLERİ MADEN KİMYA SAN. TİC. LTD. ŞTİ.,AS-SU SU TEKNOLOJİLERİ MADEN KİMYA SAN. TİC. LTD. . ŞTİ..,,
AST LABORATUVAR HİZMETLERİ VE DANIŞMANLIK TİC.A.Ş.,AST LABORATUVAR HİZMETLERİ VE DANIŞMANLIK TİC.A.Ş.,0910513640,120.01-000753
